Negara,Tahun,Jenis_Kelamin,Umur,Jumlah_Bunuhdiri,populasi,Bunuhdiri_per100kpop,GDP_perkapita_usd,Latitude,Longitude,Benua
Ecuador,2007-01-01,male,25-34 years,157,1123771,13.97,4024,-0.216666667,-78.5,South America
Ecuador,2007-01-01,male,75+ years,18,145654,12.36,4024,-0.216666667,-78.5,South America
Ecuador,2007-01-01,male,35-54 years,184,1525177,12.06,4024,-0.216666667,-78.5,South America
Ecuador,2007-01-01,female,15-24 years,135,1346416,10.03,4024,-0.216666667,-78.5,South America
Ecuador,2007-01-01,female,25-34 years,53,1118153,4.74,4024,-0.216666667,-78.5,South America
Ecuador,2007-01-01,male,5-14 years,45,1526432,2.95,4024,-0.216666667,-78.5,South America
Ecuador,2007-01-01,female,55-74 years,19,673563,2.82,4024,-0.216666667,-78.5,South America
Ecuador,2007-01-01,female,35-54 years,42,1557413,2.7,4024,-0.216666667,-78.5,South America
Ecuador,2007-01-01,female,5-14 years,23,1470813,1.56,4024,-0.216666667,-78.5,South America
Ecuador,2007-01-01,female,75+ years,2,180159,1.11,4024,-0.216666667,-78.5,South America
Ecuador,2008-01-01,male,75+ years,31,150423,20.61,4787,-0.216666667,-78.5,South America
Ecuador,2008-01-01,male,15-24 years,209,1401816,14.91,4787,-0.216666667,-78.5,South America
Ecuador,2008-01-01,male,25-34 years,170,1142009,14.89,4787,-0.216666667,-78.5,South America
Ecuador,2008-01-01,male,55-74 years,81,654092,12.38,4787,-0.216666667,-78.5,South America
Ecuador,2008-01-01,male,35-54 years,158,1563128,10.11,4787,-0.216666667,-78.5,South America
Ecuador,2008-01-01,female,15-24 years,107,1363932,7.84,4787,-0.216666667,-78.5,South America
Ecuador,2008-01-01,female,25-34 years,48,1136196,4.22,4787,-0.216666667,-78.5,South America
Ecuador,2008-01-01,female,55-74 years,24,703291,3.41,4787,-0.216666667,-78.5,South America
Ecuador,2008-01-01,female,35-54 years,53,1596786,3.32,4787,-0.216666667,-78.5,South America
Ecuador,2008-01-01,male,5-14 years,24,1530626,1.57,4787,-0.216666667,-78.5,South America
Ecuador,2008-01-01,female,5-14 years,22,1474229,1.49,4787,-0.216666667,-78.5,South America
Ecuador,2008-01-01,female,75+ years,1,186655,0.54,4787,-0.216666667,-78.5,South America
Ecuador,2009-01-01,male,25-34 years,179,1161180,15.42,4762,-0.216666667,-78.5,South America
Ecuador,2009-01-01,male,55-74 years,103,683190,15.08,4762,-0.216666667,-78.5,South America
Ecuador,2009-01-01,male,15-24 years,214,1419517,15.08,4762,-0.216666667,-78.5,South America
Ecuador,2009-01-01,male,75+ years,20,155307,12.88,4762,-0.216666667,-78.5,South America
Ecuador,2009-01-01,male,35-54 years,180,1600987,11.24,4762,-0.216666667,-78.5,South America
Ecuador,2009-01-01,female,15-24 years,100,1380435,7.24,4762,-0.216666667,-78.5,South America
Ecuador,2009-01-01,female,75+ years,9,193481,4.65,4762,-0.216666667,-78.5,South America
Ecuador,2009-01-01,female,25-34 years,48,1155088,4.16,4762,-0.216666667,-78.5,South America
Ecuador,2009-01-01,female,35-54 years,48,1636049,2.93,4762,-0.216666667,-78.5,South America
Ecuador,2009-01-01,female,55-74 years,20,734615,2.72,4762,-0.216666667,-78.5,South America
Ecuador,2009-01-01,male,5-14 years,23,1533769,1.5,4762,-0.216666667,-78.5,South America
Ecuador,2009-01-01,female,5-14 years,20,1476543,1.35,4762,-0.216666667,-78.5,South America
Ecuador,2010-01-01,male,15-24 years,214,1436267,14.9,5206,-0.216666667,-78.5,South America
Ecuador,2010-01-01,male,25-34 years,171,1181648,14.47,5206,-0.216666667,-78.5,South America
Ecuador,2010-01-01,male,35-54 years,165,1639225,10.07,5206,-0.216666667,-78.5,South America
Ecuador,2010-01-01,male,55-74 years,68,713198,9.53,5206,-0.216666667,-78.5,South America
Ecuador,2010-01-01,male,75+ years,14,160404,8.73,5206,-0.216666667,-78.5,South America
Ecuador,2010-01-01,female,15-24 years,113,1395797,8.1,5206,-0.216666667,-78.5,South America
Ecuador,2010-01-01,female,25-34 years,60,1175139,5.11,5206,-0.216666667,-78.5,South America
Ecuador,2010-01-01,female,75+ years,6,200768,2.99,5206,-0.216666667,-78.5,South America
Ecuador,2010-01-01,female,55-74 years,18,766861,2.35,5206,-0.216666667,-78.5,South America
Ecuador,2010-01-01,female,35-54 years,39,1675740,2.33,5206,-0.216666667,-78.5,South America
Ecuador,2010-01-01,male,5-14 years,26,1536680,1.69,5206,-0.216666667,-78.5,South America
Ecuador,2010-01-01,female,5-14 years,18,1478558,1.22,5206,-0.216666667,-78.5,South America
Ecuador,2011-01-01,male,15-24 years,200,1449571,13.8,5836,-0.216666667,-78.5,South America
Ecuador,2011-01-01,male,25-34 years,161,1202963,13.38,5836,-0.216666667,-78.5,South America
Ecuador,2011-01-01,male,55-74 years,83,741610,11.19,5836,-0.216666667,-78.5,South America
Ecuador,2011-01-01,male,75+ years,18,166244,10.83,5836,-0.216666667,-78.5,South America
Ecuador,2011-01-01,male,35-54 years,160,1677115,9.54,5836,-0.216666667,-78.5,South America
Ecuador,2011-01-01,female,15-24 years,120,1408696,8.52,5836,-0.216666667,-78.5,South America
Ecuador,2011-01-01,female,25-34 years,51,1195816,4.26,5836,-0.216666667,-78.5,South America
Ecuador,2011-01-01,female,35-54 years,45,1715068,2.62,5836,-0.216666667,-78.5,South America
Ecuador,2011-01-01,female,5-14 years,32,1480934,2.16,5836,-0.216666667,-78.5,South America
Ecuador,2011-01-01,male,5-14 years,32,1539867,2.08,5836,-0.216666667,-78.5,South America
Ecuador,2011-01-01,female,75+ years,4,208097,1.92,5836,-0.216666667,-78.5,South America
Ecuador,2011-01-01,female,55-74 years,12,797572,1.5,5836,-0.216666667,-78.5,South America
Ecuador,2012-01-01,male,15-24 years,240,1462193,16.41,6364,-0.216666667,-78.5,South America
Ecuador,2012-01-01,male,25-34 years,164,1225594,13.38,6364,-0.216666667,-78.5,South America
Ecuador,2012-01-01,male,55-74 years,87,771426,11.28,6364,-0.216666667,-78.5,South America
Ecuador,2012-01-01,male,75+ years,19,172083,11.04,6364,-0.216666667,-78.5,South America
Ecuador,2012-01-01,male,35-54 years,162,1715827,9.44,6364,-0.216666667,-78.5,South America
Ecuador,2012-01-01,female,15-24 years,118,1420727,8.31,6364,-0.216666667,-78.5,South America
Ecuador,2012-01-01,female,25-34 years,55,1217762,4.52,6364,-0.216666667,-78.5,South America
Ecuador,2012-01-01,female,35-54 years,48,1755189,2.73,6364,-0.216666667,-78.5,South America
Ecuador,2012-01-01,male,5-14 years,39,1544899,2.52,6364,-0.216666667,-78.5,South America
Ecuador,2012-01-01,female,75+ years,4,215613,1.86,6364,-0.216666667,-78.5,South America
Ecuador,2012-01-01,female,5-14 years,27,1484824,1.82,6364,-0.216666667,-78.5,South America
Ecuador,2012-01-01,female,55-74 years,13,829724,1.57,6364,-0.216666667,-78.5,South America
Ecuador,2013-01-01,male,75+ years,23,178094,12.91,6769,-0.216666667,-78.5,South America
Ecuador,2013-01-01,male,15-24 years,156,1473845,10.58,6769,-0.216666667,-78.5,South America
Ecuador,2013-01-01,male,25-34 years,111,1248815,8.89,6769,-0.216666667,-78.5,South America
Ecuador,2013-01-01,male,55-74 years,65,802441,8.1,6769,-0.216666667,-78.5,South America
Ecuador,2013-01-01,female,15-24 years,89,1431562,6.22,6769,-0.216666667,-78.5,South America
Ecuador,2013-01-01,male,35-54 years,106,1755019,6.04,6769,-0.216666667,-78.5,South America
Ecuador,2013-01-01,female,25-34 years,30,1240273,2.42,6769,-0.216666667,-78.5,South America
Ecuador,2013-01-01,male,5-14 years,29,1551821,1.87,6769,-0.216666667,-78.5,South America
Ecuador,2013-01-01,female,35-54 years,32,1795728,1.78,6769,-0.216666667,-78.5,South America
Ecuador,2013-01-01,female,55-74 years,12,863112,1.39,6769,-0.216666667,-78.5,South America
Ecuador,2013-01-01,female,75+ years,3,223521,1.34,6769,-0.216666667,-78.5,South America
Ecuador,2013-01-01,female,5-14 years,20,1490382,1.34,6769,-0.216666667,-78.5,South America
Ecuador,2014-01-01,male,75+ years,25,184452,13.55,7116,-0.216666667,-78.5,South America
Ecuador,2014-01-01,male,15-24 years,164,1484064,11.05,7116,-0.216666667,-78.5,South America
Ecuador,2014-01-01,male,25-34 years,123,1271545,9.67,7116,-0.216666667,-78.5,South America
Ecuador,2014-01-01,male,55-74 years,74,834436,8.87,7116,-0.216666667,-78.5,South America
Ecuador,2014-01-01,male,35-54 years,153,1794205,8.53,7116,-0.216666667,-78.5,South America
Ecuador,2014-01-01,female,15-24 years,77,1440731,5.34,7116,-0.216666667,-78.5,South America
Ecuador,2014-01-01,female,25-34 years,33,1262288,2.61,7116,-0.216666667,-78.5,South America
Ecuador,2014-01-01,male,5-14 years,28,1560323,1.79,7116,-0.216666667,-78.5,South America
Ecuador,2014-01-01,female,55-74 years,16,897482,1.78,7116,-0.216666667,-78.5,South America
Ecuador,2014-01-01,female,5-14 years,18,1497410,1.2,7116,-0.216666667,-78.5,South America
Ecuador,2014-01-01,female,35-54 years,22,1836144,1.2,7116,-0.216666667,-78.5,South America
Ecuador,2014-01-01,female,75+ years,1,232065,0.43,7116,-0.216666667,-78.5,South America
Ecuador,2015-01-01,male,75+ years,40,191306,20.91,6832,-0.216666667,-78.5,South America
Ecuador,2015-01-01,male,15-24 years,234,1492713,15.68,6832,-0.216666667,-78.5,South America
Ecuador,2015-01-01,male,25-34 years,185,1293193,14.31,6832,-0.216666667,-78.5,South America
Ecuador,2015-01-01,male,55-74 years,108,867314,12.45,6832,-0.216666667,-78.5,South America
Ecuador,2015-01-01,male,35-54 years,205,1833181,11.18,6832,-0.216666667,-78.5,South America
Ecuador,2015-01-01,female,15-24 years,110,1448112,7.6,6832,-0.216666667,-78.5,South America
Ecuador,2015-01-01,female,25-34 years,56,1283175,4.36,6832,-0.216666667,-78.5,South America
Ecuador,2015-01-01,female,35-54 years,46,1876229,2.45,6832,-0.216666667,-78.5,South America
Ecuador,2015-01-01,female,55-74 years,22,932718,2.36,6832,-0.216666667,-78.5,South America
Ecuador,2015-01-01,male,5-14 years,35,1569519,2.23,6832,-0.216666667,-78.5,South America
Ecuador,2015-01-01,female,75+ years,5,241437,2.07,6832,-0.216666667,-78.5,South America
Ecuador,2015-01-01,female,5-14 years,27,1505127,1.79,6832,-0.216666667,-78.5,South America
Ecuador,2017-01-01,male,5-14 years,50,16696944,0.299455996,6213.503127,-0.216666667,-78.5,South America
Ecuador,2017-01-01,male,15-24 years,247,16696944,1.479312622,6213.503127,-0.216666667,-78.5,South America
Ecuador,2017-01-01,male,25-34 years,236,16696944,1.413432302,6213.503127,-0.216666667,-78.5,South America
Ecuador,2017-01-01,male,35-54 years,233,16696944,1.395464943,6213.503127,-0.216666667,-78.5,South America
Ecuador,2017-01-01,male,55-74 years,142,16696944,0.850455029,6213.503127,-0.216666667,-78.5,South America
Ecuador,2017-01-01,male,75+ years,35,16696944,0.209619197,6213.503127,-0.216666667,-78.5,South America
Ecuador,2017-01-01,female,5-14 years,30,16696944,0.179673598,6213.503127,-0.216666667,-78.5,South America
Ecuador,2017-01-01,female,15-24 years,87,16696944,0.521053433,6213.503127,-0.216666667,-78.5,South America
Ecuador,2017-01-01,female,25-34 years,56,16696944,0.335390716,6213.503127,-0.216666667,-78.5,South America
Ecuador,2017-01-01,female,35-54 years,34,16696944,0.203630077,6213.503127,-0.216666667,-78.5,South America
Ecuador,2017-01-01,female,55-74 years,30,16696944,0.179673598,6213.503127,-0.216666667,-78.5,South America
Ecuador,2017-01-01,female,75+ years,4,16696944,0.02395648,6213.503127,-0.216666667,-78.5,South America
Ecuador,2018-01-01,male,5-14 years,51,17015672,0.29972369,6295.934662,-0.216666667,-78.5,South America
Ecuador,2018-01-01,male,15-24 years,258,17015672,1.516249255,6295.934662,-0.216666667,-78.5,South America
Ecuador,2018-01-01,male,25-34 years,206,17015672,1.21064863,6295.934662,-0.216666667,-78.5,South America
Ecuador,2018-01-01,male,35-54 years,244,17015672,1.433972164,6295.934662,-0.216666667,-78.5,South America
Ecuador,2018-01-01,male,55-74 years,152,17015672,0.893294135,6295.934662,-0.216666667,-78.5,South America
Ecuador,2018-01-01,male,75+ years,44,17015672,0.258585144,6295.934662,-0.216666667,-78.5,South America
Ecuador,2018-01-01,female,5-14 years,39,17015672,0.229200469,6295.934662,-0.216666667,-78.5,South America
Ecuador,2018-01-01,female,15-24 years,103,17015672,0.605324315,6295.934662,-0.216666667,-78.5,South America
Ecuador,2018-01-01,female,25-34 years,41,17015672,0.240954339,6295.934662,-0.216666667,-78.5,South America
Ecuador,2018-01-01,female,35-54 years,42,17015672,0.246831274,6295.934662,-0.216666667,-78.5,South America
Ecuador,2018-01-01,female,55-74 years,34,17015672,0.199815793,6295.934662,-0.216666667,-78.5,South America
Ecuador,2018-01-01,female,75+ years,7,17015672,0.041138546,6295.934662,-0.216666667,-78.5,South America
Ecuador,2019-01-01,male,5-14 years,39,17343740,0.224864995,6222.524653,-0.216666667,-78.5,South America
Ecuador,2019-01-01,male,15-24 years,262,17343740,1.510631502,6222.524653,-0.216666667,-78.5,South America
Ecuador,2019-01-01,male,25-34 years,219,17343740,1.262703431,6222.524653,-0.216666667,-78.5,South America
Ecuador,2019-01-01,male,35-54 years,243,17343740,1.401081889,6222.524653,-0.216666667,-78.5,South America
Ecuador,2019-01-01,male,55-74 years,146,17343740,0.841802287,6222.524653,-0.216666667,-78.5,South America
Ecuador,2019-01-01,male,75+ years,39,17343740,0.224864995,6222.524653,-0.216666667,-78.5,South America
Ecuador,2019-01-01,female,5-14 years,24,17343740,0.138378458,6222.524653,-0.216666667,-78.5,South America
Ecuador,2019-01-01,female,15-24 years,104,17343740,0.599639985,6222.524653,-0.216666667,-78.5,South America
Ecuador,2019-01-01,female,25-34 years,43,17343740,0.247928071,6222.524653,-0.216666667,-78.5,South America
Ecuador,2019-01-01,female,35-54 years,51,17343740,0.294054224,6222.524653,-0.216666667,-78.5,South America
Ecuador,2019-01-01,female,55-74 years,19,17343740,0.109549613,6222.524653,-0.216666667,-78.5,South America
Ecuador,2019-01-01,female,75+ years,5,17343740,0.028828845,6222.524653,-0.216666667,-78.5,South America
Ecuador,2020-01-01,male,5-14 years,44,17588595,0.250162108,5600.389615,-0.216666667,-78.5,South America
Ecuador,2020-01-01,male,15-24 years,210,17588595,1.193955515,5600.389615,-0.216666667,-78.5,South America
Ecuador,2020-01-01,male,25-34 years,177,17588595,1.006333934,5600.389615,-0.216666667,-78.5,South America
Ecuador,2020-01-01,male,35-54 years,224,17588595,1.273552549,5600.389615,-0.216666667,-78.5,South America
Ecuador,2020-01-01,male,55-74 years,154,17588595,0.875567378,5600.389615,-0.216666667,-78.5,South America
Ecuador,2020-01-01,male,75+ years,43,17588595,0.244476605,5600.389615,-0.216666667,-78.5,South America
Ecuador,2020-01-01,female,5-14 years,24,17588595,0.136452059,5600.389615,-0.216666667,-78.5,South America
Ecuador,2020-01-01,female,15-24 years,78,17588595,0.443469191,5600.389615,-0.216666667,-78.5,South America
Ecuador,2020-01-01,female,25-34 years,29,17588595,0.164879571,5600.389615,-0.216666667,-78.5,South America
Ecuador,2020-01-01,female,35-54 years,48,17588595,0.272904118,5600.389615,-0.216666667,-78.5,South America
Ecuador,2020-01-01,female,55-74 years,27,17588595,0.153508566,5600.389615,-0.216666667,-78.5,South America
Ecuador,2020-01-01,female,75+ years,13,17588595,0.073911532,5600.389615,-0.216666667,-78.5,South America
Egypt,2017-01-01,male,5-14 years,2,101789386,0.001964841,2444.290387,30.05,31.25,Africa
Egypt,2017-01-01,male,15-24 years,16,101789386,0.015718731,2444.290387,30.05,31.25,Africa
Egypt,2017-01-01,male,25-34 years,13,101789386,0.012771469,2444.290387,30.05,31.25,Africa
Egypt,2017-01-01,male,35-54 years,17,101789386,0.016701152,2444.290387,30.05,31.25,Africa
Egypt,2017-01-01,male,55-74 years,4,101789386,0.003929683,2444.290387,30.05,31.25,Africa
Egypt,2017-01-01,male,75+ years,0,101789386,0,2444.290387,30.05,31.25,Africa
Egypt,2017-01-01,female,5-14 years,1,101789386,0.000982421,2444.290387,30.05,31.25,Africa
Egypt,2017-01-01,female,15-24 years,8,101789386,0.007859366,2444.290387,30.05,31.25,Africa
Egypt,2017-01-01,female,25-34 years,3,101789386,0.002947262,2444.290387,30.05,31.25,Africa
Egypt,2017-01-01,female,35-54 years,2,101789386,0.001964841,2444.290387,30.05,31.25,Africa
Egypt,2017-01-01,female,55-74 years,1,101789386,0.000982421,2444.290387,30.05,31.25,Africa
Egypt,2017-01-01,female,75+ years,0,101789386,0,2444.290387,30.05,31.25,Africa
Egypt,2018-01-01,male,5-14 years,3,103740765,0.002891824,2537.125185,30.05,31.25,Africa
Egypt,2018-01-01,male,15-24 years,19,103740765,0.018314883,2537.125185,30.05,31.25,Africa
Egypt,2018-01-01,male,25-34 years,15,103740765,0.014459118,2537.125185,30.05,31.25,Africa
Egypt,2018-01-01,male,35-54 years,18,103740765,0.017350942,2537.125185,30.05,31.25,Africa
Egypt,2018-01-01,male,55-74 years,7,103740765,0.006747589,2537.125185,30.05,31.25,Africa
Egypt,2018-01-01,male,75+ years,1,103740765,0.000963941,2537.125185,30.05,31.25,Africa
Egypt,2018-01-01,female,5-14 years,2,103740765,0.001927882,2537.125185,30.05,31.25,Africa
Egypt,2018-01-01,female,15-24 years,7,103740765,0.006747589,2537.125185,30.05,31.25,Africa
Egypt,2018-01-01,female,25-34 years,5,103740765,0.004819706,2537.125185,30.05,31.25,Africa
Egypt,2018-01-01,female,35-54 years,6,103740765,0.005783647,2537.125185,30.05,31.25,Africa
Egypt,2018-01-01,female,55-74 years,2,103740765,0.001927882,2537.125185,30.05,31.25,Africa
Egypt,2018-01-01,female,75+ years,1,103740765,0.000963941,2537.125185,30.05,31.25,Africa
Egypt,2019-01-01,male,5-14 years,7,105618671,0.006627616,3019.092283,30.05,31.25,Africa
Egypt,2019-01-01,male,15-24 years,12,105618671,0.011361628,3019.092283,30.05,31.25,Africa
Egypt,2019-01-01,male,25-34 years,14,105618671,0.013255232,3019.092283,30.05,31.25,Africa
Egypt,2019-01-01,male,35-54 years,17,105618671,0.016095639,3019.092283,30.05,31.25,Africa
Egypt,2019-01-01,male,55-74 years,4,105618671,0.003787209,3019.092283,30.05,31.25,Africa
Egypt,2019-01-01,male,75+ years,0,105618671,0,3019.092283,30.05,31.25,Africa
Egypt,2019-01-01,female,5-14 years,1,105618671,0.000946802,3019.092283,30.05,31.25,Africa
Egypt,2019-01-01,female,15-24 years,11,105618671,0.010414825,3019.092283,30.05,31.25,Africa
Egypt,2019-01-01,female,25-34 years,2,105618671,0.001893605,3019.092283,30.05,31.25,Africa
Egypt,2019-01-01,female,35-54 years,3,105618671,0.002840407,3019.092283,30.05,31.25,Africa
Egypt,2019-01-01,female,55-74 years,1,105618671,0.000946802,3019.092283,30.05,31.25,Africa
Egypt,2019-01-01,female,75+ years,0,105618671,0,3019.092283,30.05,31.25,Africa
El Salvador,2001-01-01,male,15-24 years,130,535877,24.26,2373,13.7,-89.2,Central America
El Salvador,2001-01-01,male,25-34 years,90,395177,22.77,2373,13.7,-89.2,Central America
El Salvador,2001-01-01,male,35-54 years,91,506547,17.96,2373,13.7,-89.2,Central America
El Salvador,2001-01-01,male,75+ years,8,48437,16.52,2373,13.7,-89.2,Central America
El Salvador,2001-01-01,male,55-74 years,42,263234,15.96,2373,13.7,-89.2,Central America
