Negara,Tahun,Jenis_Kelamin,Umur,Jumlah_Bunuhdiri,populasi,Bunuhdiri_per100kpop,GDP_perkapita_usd,Latitude,Longitude,Benua
Denmark,2002-01-01,male,35-54 years,182,784825,23.19,35435,55.66666667,12.583333,Europe
Denmark,2002-01-01,female,75+ years,42,239014,17.57,35435,55.66666667,12.583333,Europe
Denmark,2002-01-01,male,25-34 years,64,383869,16.67,35435,55.66666667,12.583333,Europe
Denmark,2002-01-01,male,15-24 years,40,302190,13.24,35435,55.66666667,12.583333,Europe
Denmark,2002-01-01,female,55-74 years,63,556057,11.33,35435,55.66666667,12.583333,Europe
Denmark,2002-01-01,female,35-54 years,63,762841,8.26,35435,55.66666667,12.583333,Europe
Denmark,2002-01-01,female,25-34 years,11,374887,2.93,35435,55.66666667,12.583333,Europe
Denmark,2002-01-01,female,15-24 years,6,292727,2.05,35435,55.66666667,12.583333,Europe
Denmark,2002-01-01,female,5-14 years,0,328734,0,35435,55.66666667,12.583333,Europe
Denmark,2002-01-01,male,5-14 years,0,346889,0,35435,55.66666667,12.583333,Europe
Denmark,2003-01-01,male,75+ years,73,141062,51.75,43129,55.66666667,12.583333,Europe
Denmark,2003-01-01,male,35-54 years,206,784047,26.27,43129,55.66666667,12.583333,Europe
Denmark,2003-01-01,male,55-74 years,129,542296,23.79,43129,55.66666667,12.583333,Europe
Denmark,2003-01-01,male,25-34 years,48,376343,12.75,43129,55.66666667,12.583333,Europe
Denmark,2003-01-01,female,75+ years,26,237848,10.93,43129,55.66666667,12.583333,Europe
Denmark,2003-01-01,female,55-74 years,59,567852,10.39,43129,55.66666667,12.583333,Europe
Denmark,2003-01-01,male,15-24 years,24,300836,7.98,43129,55.66666667,12.583333,Europe
Denmark,2003-01-01,female,35-54 years,43,763110,5.63,43129,55.66666667,12.583333,Europe
Denmark,2003-01-01,female,25-34 years,19,369080,5.15,43129,55.66666667,12.583333,Europe
Denmark,2003-01-01,female,15-24 years,6,290582,2.06,43129,55.66666667,12.583333,Europe
Denmark,2003-01-01,female,5-14 years,0,332848,0,43129,55.66666667,12.583333,Europe
Denmark,2003-01-01,male,5-14 years,0,350879,0,43129,55.66666667,12.583333,Europe
Denmark,2004-01-01,male,75+ years,69,142305,48.49,49552,55.66666667,12.583333,Europe
Denmark,2004-01-01,male,35-54 years,180,782832,22.99,49552,55.66666667,12.583333,Europe
Denmark,2004-01-01,male,55-74 years,125,553556,22.58,49552,55.66666667,12.583333,Europe
Denmark,2004-01-01,male,25-34 years,60,369973,16.22,49552,55.66666667,12.583333,Europe
Denmark,2004-01-01,female,55-74 years,66,578536,11.41,49552,55.66666667,12.583333,Europe
Denmark,2004-01-01,male,15-24 years,33,301933,10.93,49552,55.66666667,12.583333,Europe
Denmark,2004-01-01,female,75+ years,23,237260,9.69,49552,55.66666667,12.583333,Europe
Denmark,2004-01-01,female,35-54 years,71,762293,9.31,49552,55.66666667,12.583333,Europe
Denmark,2004-01-01,female,25-34 years,19,364710,5.21,49552,55.66666667,12.583333,Europe
Denmark,2004-01-01,female,15-24 years,11,290626,3.78,49552,55.66666667,12.583333,Europe
Denmark,2004-01-01,female,5-14 years,2,335587,0.6,49552,55.66666667,12.583333,Europe
Denmark,2004-01-01,male,5-14 years,2,353316,0.57,49552,55.66666667,12.583333,Europe
Denmark,2005-01-01,male,75+ years,83,143327,57.91,51960,55.66666667,12.583333,Europe
Denmark,2005-01-01,male,55-74 years,139,564794,24.61,51960,55.66666667,12.583333,Europe
Denmark,2005-01-01,male,35-54 years,158,781448,20.22,51960,55.66666667,12.583333,Europe
Denmark,2005-01-01,female,75+ years,38,236734,16.05,51960,55.66666667,12.583333,Europe
Denmark,2005-01-01,male,25-34 years,53,364110,14.56,51960,55.66666667,12.583333,Europe
Denmark,2005-01-01,female,55-74 years,61,588430,10.37,51960,55.66666667,12.583333,Europe
Denmark,2005-01-01,female,35-54 years,58,762175,7.61,51960,55.66666667,12.583333,Europe
Denmark,2005-01-01,male,15-24 years,21,305232,6.88,51960,55.66666667,12.583333,Europe
Denmark,2005-01-01,female,25-34 years,10,360100,2.78,51960,55.66666667,12.583333,Europe
Denmark,2005-01-01,female,15-24 years,7,292929,2.39,51960,55.66666667,12.583333,Europe
Denmark,2005-01-01,male,5-14 years,3,354025,0.85,51960,55.66666667,12.583333,Europe
Denmark,2005-01-01,female,5-14 years,0,336548,0,51960,55.66666667,12.583333,Europe
Denmark,2006-01-01,male,75+ years,79,144928,54.51,55354,55.66666667,12.583333,Europe
Denmark,2006-01-01,male,55-74 years,155,575056,26.95,55354,55.66666667,12.583333,Europe
Denmark,2006-01-01,male,35-54 years,161,782816,20.57,55354,55.66666667,12.583333,Europe
Denmark,2006-01-01,male,25-34 years,52,355908,14.61,55354,55.66666667,12.583333,Europe
Denmark,2006-01-01,female,55-74 years,71,597984,11.87,55354,55.66666667,12.583333,Europe
Denmark,2006-01-01,female,75+ years,25,236472,10.57,55354,55.66666667,12.583333,Europe
Denmark,2006-01-01,male,15-24 years,24,312053,7.69,55354,55.66666667,12.583333,Europe
Denmark,2006-01-01,female,35-54 years,57,763418,7.47,55354,55.66666667,12.583333,Europe
Denmark,2006-01-01,female,25-34 years,15,353444,4.24,55354,55.66666667,12.583333,Europe
Denmark,2006-01-01,female,15-24 years,9,298500,3.02,55354,55.66666667,12.583333,Europe
Denmark,2006-01-01,female,5-14 years,1,336170,0.3,55354,55.66666667,12.583333,Europe
Denmark,2006-01-01,male,5-14 years,1,353711,0.28,55354,55.66666667,12.583333,Europe
Denmark,2007-01-01,male,75+ years,59,146309,40.33,62229,55.66666667,12.583333,Europe
Denmark,2007-01-01,male,55-74 years,124,584457,21.22,62229,55.66666667,12.583333,Europe
Denmark,2007-01-01,male,35-54 years,145,786990,18.42,62229,55.66666667,12.583333,Europe
Denmark,2007-01-01,male,25-34 years,56,347246,16.13,62229,55.66666667,12.583333,Europe
Denmark,2007-01-01,female,75+ years,33,235854,13.99,62229,55.66666667,12.583333,Europe
Denmark,2007-01-01,female,35-54 years,71,768072,9.24,62229,55.66666667,12.583333,Europe
Denmark,2007-01-01,female,55-74 years,55,606387,9.07,62229,55.66666667,12.583333,Europe
Denmark,2007-01-01,male,15-24 years,15,320054,4.69,62229,55.66666667,12.583333,Europe
Denmark,2007-01-01,female,25-34 years,15,345418,4.34,62229,55.66666667,12.583333,Europe
Denmark,2007-01-01,female,15-24 years,6,305722,1.96,62229,55.66666667,12.583333,Europe
Denmark,2007-01-01,male,5-14 years,2,351664,0.57,62229,55.66666667,12.583333,Europe
Denmark,2007-01-01,female,5-14 years,0,334828,0,62229,55.66666667,12.583333,Europe
Denmark,2008-01-01,male,75+ years,62,147834,41.94,68447,55.66666667,12.583333,Europe
Denmark,2008-01-01,male,55-74 years,127,595286,21.33,68447,55.66666667,12.583333,Europe
Denmark,2008-01-01,male,35-54 years,150,788890,19.01,68447,55.66666667,12.583333,Europe
Denmark,2008-01-01,male,25-34 years,48,341329,14.06,68447,55.66666667,12.583333,Europe
Denmark,2008-01-01,female,75+ years,27,235396,11.47,68447,55.66666667,12.583333,Europe
Denmark,2008-01-01,female,55-74 years,63,616691,10.22,68447,55.66666667,12.583333,Europe
Denmark,2008-01-01,female,35-54 years,76,770688,9.86,68447,55.66666667,12.583333,Europe
Denmark,2008-01-01,male,15-24 years,30,330409,9.08,68447,55.66666667,12.583333,Europe
Denmark,2008-01-01,female,25-34 years,9,338992,2.65,68447,55.66666667,12.583333,Europe
Denmark,2008-01-01,female,15-24 years,8,315514,2.54,68447,55.66666667,12.583333,Europe
Denmark,2008-01-01,female,5-14 years,2,332388,0.6,68447,55.66666667,12.583333,Europe
Denmark,2008-01-01,male,5-14 years,1,349108,0.29,68447,55.66666667,12.583333,Europe
Denmark,2009-01-01,male,75+ years,64,150153,42.62,61863,55.66666667,12.583333,Europe
Denmark,2009-01-01,male,55-74 years,165,604423,27.3,61863,55.66666667,12.583333,Europe
Denmark,2009-01-01,male,35-54 years,186,790578,23.53,61863,55.66666667,12.583333,Europe
Denmark,2009-01-01,female,75+ years,32,235213,13.6,61863,55.66666667,12.583333,Europe
Denmark,2009-01-01,male,25-34 years,36,335963,10.72,61863,55.66666667,12.583333,Europe
Denmark,2009-01-01,female,55-74 years,52,625986,8.31,61863,55.66666667,12.583333,Europe
Denmark,2009-01-01,male,15-24 years,24,340143,7.06,61863,55.66666667,12.583333,Europe
Denmark,2009-01-01,female,35-54 years,43,773415,5.56,61863,55.66666667,12.583333,Europe
Denmark,2009-01-01,female,25-34 years,13,334052,3.89,61863,55.66666667,12.583333,Europe
Denmark,2009-01-01,female,15-24 years,4,324876,1.23,61863,55.66666667,12.583333,Europe
Denmark,2009-01-01,male,5-14 years,2,347259,0.58,61863,55.66666667,12.583333,Europe
Denmark,2009-01-01,female,5-14 years,1,330729,0.3,61863,55.66666667,12.583333,Europe
Denmark,2010-01-01,male,75+ years,61,153231,39.81,61711,55.66666667,12.583333,Europe
Denmark,2010-01-01,male,55-74 years,142,613233,23.16,61711,55.66666667,12.583333,Europe
Denmark,2010-01-01,male,35-54 years,142,791338,17.94,61711,55.66666667,12.583333,Europe
Denmark,2010-01-01,male,25-34 years,43,329780,13.04,61711,55.66666667,12.583333,Europe
Denmark,2010-01-01,female,75+ years,22,236409,9.31,61711,55.66666667,12.583333,Europe
Denmark,2010-01-01,female,55-74 years,56,634607,8.82,61711,55.66666667,12.583333,Europe
Denmark,2010-01-01,female,35-54 years,64,776699,8.24,61711,55.66666667,12.583333,Europe
Denmark,2010-01-01,male,15-24 years,17,349175,4.87,61711,55.66666667,12.583333,Europe
Denmark,2010-01-01,female,15-24 years,10,333696,3,61711,55.66666667,12.583333,Europe
Denmark,2010-01-01,female,25-34 years,6,327722,1.83,61711,55.66666667,12.583333,Europe
Denmark,2010-01-01,female,5-14 years,0,327790,0,61711,55.66666667,12.583333,Europe
Denmark,2010-01-01,male,5-14 years,0,344105,0,61711,55.66666667,12.583333,Europe
Denmark,2011-01-01,male,75+ years,48,156856,30.6,65598,55.66666667,12.583333,Europe
Denmark,2011-01-01,male,35-54 years,189,791137,23.89,65598,55.66666667,12.583333,Europe
Denmark,2011-01-01,male,55-74 years,139,621859,22.35,65598,55.66666667,12.583333,Europe
Denmark,2011-01-01,male,25-34 years,35,326633,10.72,65598,55.66666667,12.583333,Europe
Denmark,2011-01-01,female,75+ years,22,237867,9.25,65598,55.66666667,12.583333,Europe
Denmark,2011-01-01,female,55-74 years,57,643276,8.86,65598,55.66666667,12.583333,Europe
Denmark,2011-01-01,male,15-24 years,26,356319,7.3,65598,55.66666667,12.583333,Europe
Denmark,2011-01-01,female,35-54 years,50,778373,6.42,65598,55.66666667,12.583333,Europe
Denmark,2011-01-01,female,25-34 years,12,323639,3.71,65598,55.66666667,12.583333,Europe
Denmark,2011-01-01,female,15-24 years,11,340056,3.23,65598,55.66666667,12.583333,Europe
Denmark,2011-01-01,female,5-14 years,0,326359,0,65598,55.66666667,12.583333,Europe
Denmark,2011-01-01,male,5-14 years,0,341776,0,65598,55.66666667,12.583333,Europe
Denmark,2012-01-01,male,75+ years,67,161259,41.55,62071,55.66666667,12.583333,Europe
Denmark,2012-01-01,male,35-54 years,209,788215,26.52,62071,55.66666667,12.583333,Europe
Denmark,2012-01-01,male,55-74 years,153,630159,24.28,62071,55.66666667,12.583333,Europe
Denmark,2012-01-01,female,55-74 years,71,651381,10.9,62071,55.66666667,12.583333,Europe
Denmark,2012-01-01,male,25-34 years,31,326746,9.49,62071,55.66666667,12.583333,Europe
Denmark,2012-01-01,male,15-24 years,33,362466,9.1,62071,55.66666667,12.583333,Europe
Denmark,2012-01-01,female,75+ years,19,240759,7.89,62071,55.66666667,12.583333,Europe
Denmark,2012-01-01,female,35-54 years,58,776419,7.47,62071,55.66666667,12.583333,Europe
Denmark,2012-01-01,female,25-34 years,11,322504,3.41,62071,55.66666667,12.583333,Europe
Denmark,2012-01-01,female,15-24 years,8,346154,2.31,62071,55.66666667,12.583333,Europe
Denmark,2012-01-01,male,5-14 years,1,340022,0.29,62071,55.66666667,12.583333,Europe
Denmark,2012-01-01,female,5-14 years,0,324455,0,62071,55.66666667,12.583333,Europe
Denmark,2013-01-01,male,75+ years,62,166011,37.35,64831,55.66666667,12.583333,Europe
Denmark,2013-01-01,male,55-74 years,157,637775,24.62,64831,55.66666667,12.583333,Europe
Denmark,2013-01-01,male,35-54 years,174,785198,22.16,64831,55.66666667,12.583333,Europe
Denmark,2013-01-01,female,75+ years,25,243880,10.25,64831,55.66666667,12.583333,Europe
Denmark,2013-01-01,male,25-34 years,33,328192,10.06,64831,55.66666667,12.583333,Europe
Denmark,2013-01-01,female,55-74 years,52,658936,7.89,64831,55.66666667,12.583333,Europe
Denmark,2013-01-01,female,35-54 years,54,775088,6.97,64831,55.66666667,12.583333,Europe
Denmark,2013-01-01,male,15-24 years,23,367000,6.27,64831,55.66666667,12.583333,Europe
Denmark,2013-01-01,female,25-34 years,16,322819,4.96,64831,55.66666667,12.583333,Europe
Denmark,2013-01-01,female,15-24 years,12,350607,3.42,64831,55.66666667,12.583333,Europe
Denmark,2013-01-01,female,5-14 years,1,324362,0.31,64831,55.66666667,12.583333,Europe
Denmark,2013-01-01,male,5-14 years,1,339830,0.29,64831,55.66666667,12.583333,Europe
Denmark,2014-01-01,male,75+ years,61,172150,35.43,66114,55.66666667,12.583333,Europe
Denmark,2014-01-01,male,55-74 years,155,645001,24.03,66114,55.66666667,12.583333,Europe
Denmark,2014-01-01,male,35-54 years,178,784300,22.7,66114,55.66666667,12.583333,Europe
Denmark,2014-01-01,female,75+ years,36,248889,14.46,66114,55.66666667,12.583333,Europe
Denmark,2014-01-01,male,25-34 years,43,333712,12.89,66114,55.66666667,12.583333,Europe
Denmark,2014-01-01,male,15-24 years,31,370570,8.37,66114,55.66666667,12.583333,Europe
Denmark,2014-01-01,female,35-54 years,59,774379,7.62,66114,55.66666667,12.583333,Europe
Denmark,2014-01-01,female,55-74 years,50,666386,7.5,66114,55.66666667,12.583333,Europe
Denmark,2014-01-01,female,25-34 years,7,325866,2.15,66114,55.66666667,12.583333,Europe
Denmark,2014-01-01,female,15-24 years,7,354099,1.98,66114,55.66666667,12.583333,Europe
Denmark,2014-01-01,female,5-14 years,1,323749,0.31,66114,55.66666667,12.583333,Europe
Denmark,2014-01-01,male,5-14 years,1,340065,0.29,66114,55.66666667,12.583333,Europe
Denmark,2015-01-01,male,75+ years,57,178633,31.91,55972,55.66666667,12.583333,Europe
Denmark,2015-01-01,male,35-54 years,159,783366,20.3,55972,55.66666667,12.583333,Europe
Denmark,2015-01-01,male,55-74 years,126,651856,19.33,55972,55.66666667,12.583333,Europe
Denmark,2015-01-01,female,75+ years,32,253300,12.63,55972,55.66666667,12.583333,Europe
Denmark,2015-01-01,female,55-74 years,67,673655,9.95,55972,55.66666667,12.583333,Europe
Denmark,2015-01-01,male,25-34 years,30,342769,8.75,55972,55.66666667,12.583333,Europe
Denmark,2015-01-01,female,35-54 years,51,772844,6.6,55972,55.66666667,12.583333,Europe
Denmark,2015-01-01,male,15-24 years,18,374051,4.81,55972,55.66666667,12.583333,Europe
Denmark,2015-01-01,female,25-34 years,15,331400,4.53,55972,55.66666667,12.583333,Europe
Denmark,2015-01-01,female,15-24 years,6,356882,1.68,55972,55.66666667,12.583333,Europe
Denmark,2015-01-01,female,5-14 years,3,323821,0.93,55972,55.66666667,12.583333,Europe
Denmark,2015-01-01,male,5-14 years,0,340483,0,55972,55.66666667,12.583333,Europe
Denmark,2017-01-01,male,5-14 years,2,5764980,0.034692228,57610.09818,55.66666667,12.583333,Europe
Denmark,2017-01-01,male,15-24 years,28,5764980,0.485691191,57610.09818,55.66666667,12.583333,Europe
Denmark,2017-01-01,male,25-34 years,35,5764980,0.607113988,57610.09818,55.66666667,12.583333,Europe
Denmark,2017-01-01,male,35-54 years,143,5764980,2.480494295,57610.09818,55.66666667,12.583333,Europe
Denmark,2017-01-01,male,55-74 years,131,5764980,2.272340927,57610.09818,55.66666667,12.583333,Europe
Denmark,2017-01-01,male,75+ years,79,5764980,1.370343002,57610.09818,55.66666667,12.583333,Europe
Denmark,2017-01-01,female,5-14 years,1,5764980,0.017346114,57610.09818,55.66666667,12.583333,Europe
Denmark,2017-01-01,female,15-24 years,11,5764980,0.190807253,57610.09818,55.66666667,12.583333,Europe
Denmark,2017-01-01,female,25-34 years,13,5764980,0.225499481,57610.09818,55.66666667,12.583333,Europe
Denmark,2017-01-01,female,35-54 years,43,5764980,0.7458829,57610.09818,55.66666667,12.583333,Europe
Denmark,2017-01-01,female,55-74 years,65,5764980,1.127497407,57610.09818,55.66666667,12.583333,Europe
Denmark,2017-01-01,female,75+ years,32,5764980,0.555075646,57610.09818,55.66666667,12.583333,Europe
Denmark,2018-01-01,male,5-14 years,2,5793636,0.034520636,61591.92887,55.66666667,12.583333,Europe
Denmark,2018-01-01,male,15-24 years,22,5793636,0.379726997,61591.92887,55.66666667,12.583333,Europe
Denmark,2018-01-01,male,25-34 years,41,5793636,0.70767304,61591.92887,55.66666667,12.583333,Europe
Denmark,2018-01-01,male,35-54 years,143,5793636,2.468225481,61591.92887,55.66666667,12.583333,Europe
Denmark,2018-01-01,male,55-74 years,148,5793636,2.554527071,61591.92887,55.66666667,12.583333,Europe
Denmark,2018-01-01,male,75+ years,70,5793636,1.208222263,61591.92887,55.66666667,12.583333,Europe
Denmark,2018-01-01,female,5-14 years,0,5793636,0,61591.92887,55.66666667,12.583333,Europe
Denmark,2018-01-01,female,15-24 years,8,5793636,0.138082544,61591.92887,55.66666667,12.583333,Europe
Denmark,2018-01-01,female,25-34 years,9,5793636,0.155342862,61591.92887,55.66666667,12.583333,Europe
Denmark,2018-01-01,female,35-54 years,50,5793636,0.863015902,61591.92887,55.66666667,12.583333,Europe
Denmark,2018-01-01,female,55-74 years,61,5793636,1.052879401,61591.92887,55.66666667,12.583333,Europe
Denmark,2018-01-01,female,75+ years,30,5793636,0.517809541,61591.92887,55.66666667,12.583333,Europe
Dominican Republic,2017-01-01,male,5-14 years,4,10647244,0.037568407,7609.353275,18.46666667,-69.9,North America
Dominican Republic,2017-01-01,male,15-24 years,66,10647244,0.619878722,7609.353275,18.46666667,-69.9,North America
Dominican Republic,2017-01-01,male,25-34 years,105,10647244,0.986170694,7609.353275,18.46666667,-69.9,North America
Dominican Republic,2017-01-01,male,35-54 years,220,10647244,2.066262406,7609.353275,18.46666667,-69.9,North America
Dominican Republic,2017-01-01,male,55-74 years,113,10647244,1.061307508,7609.353275,18.46666667,-69.9,North America
Dominican Republic,2017-01-01,male,75+ years,23,10647244,0.216018342,7609.353275,18.46666667,-69.9,North America
Dominican Republic,2017-01-01,female,5-14 years,11,10647244,0.10331312,7609.353275,18.46666667,-69.9,North America
Dominican Republic,2017-01-01,female,15-24 years,24,10647244,0.225410444,7609.353275,18.46666667,-69.9,North America
Dominican Republic,2017-01-01,female,25-34 years,21,10647244,0.197234139,7609.353275,18.46666667,-69.9,North America
Dominican Republic,2017-01-01,female,35-54 years,46,10647244,0.432036685,7609.353275,18.46666667,-69.9,North America
Dominican Republic,2017-01-01,female,55-74 years,13,10647244,0.122097324,7609.353275,18.46666667,-69.9,North America
Dominican Republic,2017-01-01,female,75+ years,3,10647244,0.028176306,7609.353275,18.46666667,-69.9,North America
Dominican Republic,2018-01-01,male,5-14 years,7,10765531,0.065022338,8050.644076,18.46666667,-69.9,North America
Dominican Republic,2018-01-01,male,15-24 years,85,10765531,0.789556967,8050.644076,18.46666667,-69.9,North America
Dominican Republic,2018-01-01,male,25-34 years,120,10765531,1.114668659,8050.644076,18.46666667,-69.9,North America
Dominican Republic,2018-01-01,male,35-54 years,198,10765531,1.839203287,8050.644076,18.46666667,-69.9,North America
Dominican Republic,2018-01-01,male,55-74 years,128,10765531,1.188979903,8050.644076,18.46666667,-69.9,North America
Dominican Republic,2018-01-01,male,75+ years,37,10765531,0.343689503,8050.644076,18.46666667,-69.9,North America
Dominican Republic,2018-01-01,female,5-14 years,9,10765531,0.083600149,8050.644076,18.46666667,-69.9,North America
Dominican Republic,2018-01-01,female,15-24 years,28,10765531,0.260089354,8050.644076,18.46666667,-69.9,North America
Dominican Republic,2018-01-01,female,25-34 years,26,10765531,0.241511543,8050.644076,18.46666667,-69.9,North America
Dominican Republic,2018-01-01,female,35-54 years,30,10765531,0.278667165,8050.644076,18.46666667,-69.9,North America
Dominican Republic,2018-01-01,female,55-74 years,31,10765531,0.28795607,8050.644076,18.46666667,-69.9,North America
Dominican Republic,2018-01-01,female,75+ years,12,10765531,0.111466866,8050.644076,18.46666667,-69.9,North America
Ecuador,2001-01-01,male,75+ years,15,114564,13.09,2160,-0.216666667,-78.5,South America
Ecuador,2001-01-01,male,15-24 years,130,1259528,10.32,2160,-0.216666667,-78.5,South America
Ecuador,2001-01-01,male,25-34 years,101,1026201,9.84,2160,-0.216666667,-78.5,South America
Ecuador,2001-01-01,male,35-54 years,99,1281560,7.72,2160,-0.216666667,-78.5,South America
Ecuador,2001-01-01,male,55-74 years,39,510933,7.63,2160,-0.216666667,-78.5,South America
Ecuador,2001-01-01,female,15-24 years,86,1229361,7,2160,-0.216666667,-78.5,South America
Ecuador,2001-01-01,female,25-34 years,38,1021003,3.72,2160,-0.216666667,-78.5,South America
Ecuador,2001-01-01,female,35-54 years,32,1303530,2.45,2160,-0.216666667,-78.5,South America
Ecuador,2001-01-01,female,55-74 years,10,547445,1.83,2160,-0.216666667,-78.5,South America
Ecuador,2001-01-01,female,75+ years,2,140505,1.42,2160,-0.216666667,-78.5,South America
Ecuador,2001-01-01,female,5-14 years,17,1421482,1.2,2160,-0.216666667,-78.5,South America
Ecuador,2001-01-01,male,5-14 years,15,1472216,1.02,2160,-0.216666667,-78.5,South America
Ecuador,2002-01-01,male,15-24 years,132,1279199,10.32,2472,-0.216666667,-78.5,South America
Ecuador,2002-01-01,male,75+ years,12,119896,10.01,2472,-0.216666667,-78.5,South America
Ecuador,2002-01-01,male,25-34 years,89,1041783,8.54,2472,-0.216666667,-78.5,South America
Ecuador,2002-01-01,male,35-54 years,109,1323268,8.24,2472,-0.216666667,-78.5,South America
Ecuador,2002-01-01,male,55-74 years,39,525419,7.42,2472,-0.216666667,-78.5,South America
Ecuador,2002-01-01,female,15-24 years,91,1248096,7.29,2472,-0.216666667,-78.5,South America
Ecuador,2002-01-01,female,25-34 years,31,1036659,2.99,2472,-0.216666667,-78.5,South America
Ecuador,2002-01-01,female,35-54 years,27,1347026,2,2472,-0.216666667,-78.5,South America
Ecuador,2002-01-01,female,5-14 years,23,1432629,1.61,2472,-0.216666667,-78.5,South America
Ecuador,2002-01-01,female,55-74 years,7,563516,1.24,2472,-0.216666667,-78.5,South America
Ecuador,2002-01-01,male,5-14 years,16,1484308,1.08,2472,-0.216666667,-78.5,South America
Ecuador,2002-01-01,female,75+ years,1,146971,0.68,2472,-0.216666667,-78.5,South America
Ecuador,2003-01-01,male,35-54 years,148,1365415,10.84,2755,-0.216666667,-78.5,South America
Ecuador,2003-01-01,male,15-24 years,138,1300272,10.61,2755,-0.216666667,-78.5,South America
Ecuador,2003-01-01,female,15-24 years,120,1267956,9.46,2755,-0.216666667,-78.5,South America
Ecuador,2003-01-01,male,25-34 years,96,1056829,9.08,2755,-0.216666667,-78.5,South America
Ecuador,2003-01-01,male,55-74 years,49,540808,9.06,2755,-0.216666667,-78.5,South America
Ecuador,2003-01-01,male,75+ years,11,125204,8.79,2755,-0.216666667,-78.5,South America
Ecuador,2003-01-01,female,25-34 years,47,1051741,4.47,2755,-0.216666667,-78.5,South America
Ecuador,2003-01-01,female,75+ years,5,153579,3.26,2755,-0.216666667,-78.5,South America
Ecuador,2003-01-01,female,35-54 years,23,1390993,1.65,2755,-0.216666667,-78.5,South America
Ecuador,2003-01-01,female,5-14 years,20,1442546,1.39,2755,-0.216666667,-78.5,South America
Ecuador,2003-01-01,female,55-74 years,7,580521,1.21,2755,-0.216666667,-78.5,South America
Ecuador,2003-01-01,male,5-14 years,11,1495138,0.74,2755,-0.216666667,-78.5,South America
Ecuador,2004-01-01,male,75+ years,17,130553,13.02,3051,-0.216666667,-78.5,South America
Ecuador,2004-01-01,male,25-34 years,137,1071828,12.78,3051,-0.216666667,-78.5,South America
Ecuador,2004-01-01,male,15-24 years,165,1321925,12.48,3051,-0.216666667,-78.5,South America
Ecuador,2004-01-01,male,55-74 years,68,558388,12.18,3051,-0.216666667,-78.5,South America
Ecuador,2004-01-01,female,15-24 years,127,1288166,9.86,3051,-0.216666667,-78.5,South America
Ecuador,2004-01-01,male,35-54 years,138,1406412,9.81,3051,-0.216666667,-78.5,South America
Ecuador,2004-01-01,female,25-34 years,36,1066713,3.37,3051,-0.216666667,-78.5,South America
Ecuador,2004-01-01,female,75+ years,5,160427,3.12,3051,-0.216666667,-78.5,South America
Ecuador,2004-01-01,female,5-14 years,30,1451359,2.07,3051,-0.216666667,-78.5,South America
Ecuador,2004-01-01,male,5-14 years,30,1504779,1.99,3051,-0.216666667,-78.5,South America
Ecuador,2004-01-01,female,35-54 years,27,1433784,1.88,3051,-0.216666667,-78.5,South America
Ecuador,2004-01-01,female,55-74 years,11,599819,1.83,3051,-0.216666667,-78.5,South America
Ecuador,2005-01-01,male,75+ years,23,136021,16.91,3397,-0.216666667,-78.5,South America
Ecuador,2005-01-01,male,15-24 years,206,1343527,15.33,3397,-0.216666667,-78.5,South America
Ecuador,2005-01-01,male,25-34 years,150,1087218,13.8,3397,-0.216666667,-78.5,South America
Ecuador,2005-01-01,male,35-54 years,197,1445306,13.63,3397,-0.216666667,-78.5,South America
Ecuador,2005-01-01,male,55-74 years,73,578971,12.61,3397,-0.216666667,-78.5,South America
Ecuador,2005-01-01,female,15-24 years,140,1308175,10.7,3397,-0.216666667,-78.5,South America
Ecuador,2005-01-01,female,25-34 years,44,1081983,4.07,3397,-0.216666667,-78.5,South America
Ecuador,2005-01-01,female,35-54 years,35,1474429,2.37,3397,-0.216666667,-78.5,South America
Ecuador,2005-01-01,male,5-14 years,34,1513146,2.25,3397,-0.216666667,-78.5,South America
Ecuador,2005-01-01,female,55-74 years,13,622240,2.09,3397,-0.216666667,-78.5,South America
Ecuador,2005-01-01,female,5-14 years,26,1458992,1.78,3397,-0.216666667,-78.5,South America
Ecuador,2005-01-01,female,75+ years,2,167635,1.19,3397,-0.216666667,-78.5,South America
Ecuador,2006-01-01,male,75+ years,23,140891,16.32,3759,-0.216666667,-78.5,South America
Ecuador,2006-01-01,male,25-34 years,154,1105682,13.93,3759,-0.216666667,-78.5,South America
Ecuador,2006-01-01,male,55-74 years,74,601278,12.31,3759,-0.216666667,-78.5,South America
Ecuador,2006-01-01,female,15-24 years,153,1327824,11.52,3759,-0.216666667,-78.5,South America
Ecuador,2006-01-01,male,15-24 years,156,1363891,11.44,3759,-0.216666667,-78.5,South America
Ecuador,2006-01-01,male,35-54 years,166,1486091,11.17,3759,-0.216666667,-78.5,South America
Ecuador,2006-01-01,female,25-34 years,49,1100246,4.45,3759,-0.216666667,-78.5,South America
Ecuador,2006-01-01,female,35-54 years,46,1516824,3.03,3759,-0.216666667,-78.5,South America
Ecuador,2006-01-01,female,55-74 years,18,646356,2.78,3759,-0.216666667,-78.5,South America
Ecuador,2006-01-01,female,75+ years,4,173865,2.3,3759,-0.216666667,-78.5,South America
Ecuador,2006-01-01,female,5-14 years,28,1465783,1.91,3759,-0.216666667,-78.5,South America
Ecuador,2006-01-01,male,5-14 years,29,1520643,1.91,3759,-0.216666667,-78.5,South America
Ecuador,2007-01-01,male,15-24 years,235,1383302,16.99,4024,-0.216666667,-78.5,South America
Ecuador,2007-01-01,male,55-74 years,92,626501,14.68,4024,-0.216666667,-78.5,South America
